,devs,genders,countries
70448,29481,male,australia
70449,418703,female,None
70450,311695,male,canada
70451,1826189,male,united states
70452,175420,male,hong kong
70453,2019818,male,None
70454,307362,male,None
70455,1582808,male,None
70456,1999770,male,None
70457,1285374,None,None
70458,208589,male,None
70459,512950,None,None
70460,2019355,male,None
70461,307358,male,None
70462,66092,male,united states
70463,2014529,male,None
70464,2464444,male,None
70465,2247554,male,None
70466,10166,None,None
70467,2330372,male,None
70468,193805,male,united states
70469,2039011,male,None
70470,99296,male,united kingdom
70471,25229,male,united kingdom
70472,2887772,male,None
70473,2798272,male,None
70474,268170,male,united states
70475,2024813,male,None
70476,286620,male,None
70477,2597203,male,united kingdom
70478,2828531,male,united states
70479,2894509,male,None
70480,2608079,None,None
70481,2214845,male,united states
70482,984780,male,None
70483,1146925,None,israel
70484,323286,male,united states
70485,250311,male,None
70486,1530639,male,canada
70487,367071,male,None
70488,297996,male,None
70489,586301,male,None
70490,1380807,male,united kingdom
70491,2568953,male,None
70492,428828,male,canada
70493,405171,male,None
70494,1116897,male,None
70495,189943,male,None
70496,94164,male,united states
70497,38297,male,united states
70498,75479,male,united states
70499,128410,male,None
70500,53273,male,None
70501,397133,male,united states
70502,1719419,female,None
70503,294188,male,united states
70504,46062,male,None
70505,566516,female,None
70506,1853247,male,united states
70507,40381,male,united states
70508,120581,None,australia
70509,222487,male,netherlands
70510,40507,male,united states
70511,1800100,None,None
70512,1568238,male,china
70513,1979942,None,None
70514,2020703,male,None
70515,132892,male,None
70516,128274,male,None
70517,128252,male,None
70518,128272,male,None
70519,128254,male,None
70520,128271,male,united kingdom
70521,1986562,male,None
70522,1993950,male,None
70523,128278,male,None
70524,128263,male,None
70525,128277,male,None
70526,79032,male,None
70527,1239204,male,None
70528,79835,male,None
70529,212416,None,None
70530,2360331,male,None
70531,675772,male,united arab emirates
70532,419218,male,colombia
70533,6797,male,brazil
70534,711325,None,None
70535,137704,male,None
70536,128014,male,united states
70537,313284,male,None
70538,28818,male,united states
70539,1119491,male,None
70540,236308,male,germany
70541,351597,male,venezuela
70542,2414636,None,None
70543,138994,male,None
70544,752975,male,germany
70545,926101,male,None
70546,1834712,male,ukraine
70547,1991538,None,None
70548,65591,male,luxembourg
70549,422918,male,france
70550,2999302,None,None
70551,332454,male,netherlands
70552,1456535,male,canada
70553,1456538,male,None
70554,1970068,male,None
70555,2329289,male,None
70556,98434,male,None
70557,98477,male,canada
70558,60027,male,None
70559,804606,male,None
70560,98475,male,None
70561,468574,male,united states
70562,1993991,None,None
70563,121620,male,ukraine
70564,7379,male,canada
70565,1581590,male,None
70566,2987019,None,None
70567,1581580,male,None
70568,1581589,male,None
70569,1581591,male,None
70570,1581587,male,None
70571,1581579,female,None
70572,1581588,None,None
70573,543653,None,None
70574,2092582,male,china
70575,471290,male,None
70576,471287,male,china
70577,2797813,male,None
70578,1207485,male,united states
70579,30323,male,russia
70580,1832677,male,None
70581,1295696,None,None
70582,328401,male,None
70583,102831,male,united kingdom
70584,307971,male,united kingdom
70585,102840,male,None
70586,77255,None,None
70587,471073,male,None
70588,781953,male,None
70589,1169537,male,canada
70590,401622,male,united kingdom
70591,44652,male,None
70592,1078,male,united states
70593,193937,None,None
70594,244712,male,italy
70595,12418,male,brazil
70596,668451,female,None
70597,124577,male,None
70598,715645,male,None
70599,1517440,male,None
70600,231317,male,united kingdom
70601,20956,male,None
70602,49244,male,None
70603,465294,male,None
70604,83037,male,serbia
70605,1853105,male,None
70606,82209,male,sweden
70607,126282,None,japan
70608,336637,None,japan
70609,201416,male,india
70610,316237,male,None
70611,316236,male,None
70612,232540,male,None
70613,448165,male,None
70614,84125,male,None
70615,383165,male,None
70616,636947,male,united states
70617,48245,male,None
70618,137043,male,None
70619,469096,male,None
70620,298170,male,united states
70621,2316953,None,None
70622,1854513,male,united states
70623,2443493,male,None
70624,2468196,male,None
70625,120247,male,None
70626,1770560,male,None
70627,75313,male,None
70628,92639,None,None
70629,200048,male,None
70630,115187,male,None
70631,64605,female,united states
70632,1624539,male,None
70633,403251,male,italy
70634,2498083,female,None
70635,22226,female,uruguay
70636,21481,male,uruguay
70637,22205,male,uruguay
70638,362303,male,None
70639,205097,male,portugal
70640,362287,male,portugal
70641,362254,male,None
70642,743448,male,None
70643,135857,male,None
70644,2821042,None,None
70645,27978,male,romania
70646,207922,male,None
70647,1790659,female,switzerland
70648,265876,male,None
70649,534228,None,None
70650,725454,None,None
70651,53733,male,spain
70652,1056265,male,None
70653,3176,None,canada
70654,1118134,male,None
70655,1422350,male,None
70656,1436357,male,None
70657,1954179,male,None
70658,1954245,None,None
70659,1118133,male,None
70660,1450799,male,None
70661,164662,male,united states
70662,211840,male,None
70663,107628,male,australia
70664,2802393,None,None
70665,507715,male,australia
70666,1995647,male,None
70667,2005651,male,None
70668,2038129,male,None
70669,1018913,male,None
70670,1954200,male,china
70671,1018925,None,None
70672,429492,male,None
70673,79725,male,chile
70674,2705533,None,None
70675,174696,male,romania
70676,502772,None,None
70677,143137,male,ukraine
70678,209841,None,None
70679,811706,male,united states
70680,339509,male,united states
70681,403339,male,mexico
70682,174142,male,mexico
70683,1139023,male,new zealand
70684,1622624,male,None
70685,1679837,None,None
70686,1680077,male,None
70687,2694802,male,None
70688,1889556,male,canada
70689,135627,male,ireland
70690,1380234,male,None
70691,147737,male,denmark
70692,429475,male,united states
70693,91413,male,united states
70694,18865,male,None
70695,461583,None,None
70696,34365,male,None
70697,537927,male,None
70698,2105942,None,None
70699,19323,male,united states
70700,1582611,male,None
70701,422124,male,None
70702,1582678,male,None
70703,16985,male,None
70704,335635,None,None
70705,16984,male,japan
70706,726515,male,None
70707,277898,male,united states
70708,275688,male,united states
70709,10160,male,switzerland
70710,302963,male,germany
70711,24471,male,united states
70712,79926,None,None
70713,65210,male,None
70714,65217,male,sweden
70715,512066,male,None
70716,65212,male,None
70717,1124956,male,None
70718,415893,male,None
70719,2041943,male,sweden
70720,812478,male,None
70721,267377,male,spain
70722,812474,None,None
70723,208191,male,spain
70724,176155,male,india
70725,562007,female,None
70726,106549,male,None
70727,438969,male,None
70728,106545,None,None
70729,504461,male,None
70730,80171,male,None
70731,1708903,male,None
70732,13197,male,united states
70733,984324,male,None
70734,1616315,male,None
70735,102069,male,None
70736,93360,male,australia
70737,1335291,male,united states
70738,192260,male,united states
70739,205386,male,canada
70740,412930,male,None
70741,1656246,male,None
70742,137742,male,None
70743,585456,None,None
70744,80143,male,united kingdom
70745,59827,male,germany
70746,78136,male,united states
70747,1385416,male,united states
70748,181655,male,netherlands
70749,432875,male,None
70750,943712,male,None
70751,544551,None,None
70752,581804,male,None
70753,2685939,male,None
70754,68097,male,united states
70755,703225,male,france
70756,655763,None,None
70757,123763,male,united states
70758,278883,male,netherlands
70759,140164,male,None
70760,626141,male,None
70761,2635180,male,None
70762,2645078,male,None
70763,2615990,male,None
70764,37407,male,united states
70765,193151,male,united states
70766,2142013,male,None
70767,2154692,male,None
70768,2165924,female,None
70769,2149523,male,vietnam
70770,51957,male,None
70771,2294858,None,None
70772,61239,male,france
70773,1064992,male,None
70774,896539,male,india
70775,61180,male,united states
70776,77616,male,None
70777,1253165,male,None
70778,405601,male,None
70779,935933,female,None
70780,85275,male,norway
70781,46448,female,new zealand
70782,95021,None,None
70783,2219713,male,united states
70784,158385,male,russia
70785,2086273,male,None
70786,243709,None,united states
70787,236412,male,None
70788,448217,male,None
70789,585489,male,None
70790,169754,male,united states
70791,269374,male,united states
70792,23536,male,serbia
70793,322390,male,None
70794,322388,male,None
70795,322396,male,None
70796,252699,male,united states
70797,356263,male,None
70798,1777074,male,None
70799,356136,male,None
70800,356236,male,None
70801,1751367,None,None
70802,356264,male,None
70803,356265,male,None
70804,125793,male,germany
70805,311237,None,None
70806,17012,male,united states
70807,17006,male,None
70808,1152,male,None
70809,122261,male,None
70810,122260,male,None
70811,122262,male,None
70812,122256,male,None
70813,122257,male,None
70814,122258,male,None
70815,122259,male,None
70816,1499538,male,None
70817,133608,male,None
70818,133605,male,spain
70819,133607,male,None
70820,133606,None,None
70821,133610,male,italy
70822,1304065,male,None
70823,1903527,male,None
70824,1903376,None,None
70825,2600805,female,None
70826,2732435,female,None
70827,160615,male,brazil
70828,908017,male,united states
70829,223189,male,None
70830,104197,male,None
70831,770768,male,None
70832,1674226,None,None
70833,36937,male,norway
70834,504484,male,united states
70835,758152,male,None
70836,380083,male,None
70837,1105721,male,None
70838,539332,male,None
70839,13989,None,None
70840,36607,male,united states
70841,1281170,male,None
70842,213665,male,None
70843,89937,male,russia
70844,507986,male,None
70845,822636,male,None
70846,130226,male,austria
70847,56245,male,germany
70848,130189,male,None
70849,302216,male,None
70850,1196476,male,None
70851,302241,None,None
70852,1510793,male,None
70853,609438,male,united states
70854,80834,male,None
70855,2412289,male,None
70856,42331,male,None
70857,263625,None,None
70858,635490,male,germany
70859,1173330,male,None
70860,1049836,male,india
70861,633419,male,None
70862,1806325,male,None
70863,1483780,male,None
70864,327335,male,sweden
70865,1626084,male,None
70866,278907,male,united states
70867,2386848,male,united states
70868,2356383,male,None
70869,256565,male,united states
70870,747031,male,belgium
70871,811808,male,kenya
70872,180920,male,united states
70873,2180,male,united states
70874,1530648,male,None
70875,365466,male,united states
70876,675963,male,denmark
70877,35772,male,russia
70878,406579,None,None
70879,406578,male,malaysia
70880,7142,None,united states
70881,226686,male,turkey
70882,1042409,male,None
70883,1042420,male,None
70884,1042410,male,None
70885,39462,male,united kingdom
70886,926591,male,None
70887,3037,male,germany
70888,27684,male,united states
70889,694901,male,None
70890,313117,male,None
70891,1025642,male,None
70892,170697,male,germany
70893,78620,male,austria
70894,313123,None,germany
70895,52476,male,belgium
70896,561241,male,None
70897,1710704,None,None
70898,1428357,male,None
70899,1073448,male,None
70900,3005,male,canada
70901,1927688,male,None
70902,176510,male,None
70903,11120,male,None
70904,11121,male,None
70905,11126,male,united states
70906,11119,male,None
70907,11124,female,united states
70908,520370,None,None
70909,67678,male,canada
70910,947009,male,united states
70911,977320,male,None
70912,414209,male,serbia
70913,1314134,male,None
70914,1072554,None,None
70915,338772,male,None
70916,2186800,male,None
70917,1003454,male,None
70918,175646,male,united states
70919,753059,male,None
70920,854521,female,None
70921,374615,male,None
70922,923654,male,None
70923,2491976,male,france
70924,31885,male,netherlands
70925,27248,male,united states
70926,62155,male,united kingdom
70927,6044,None,None
70928,552346,male,united states
70929,29117,male,united states
70930,1389,male,canada
70931,84391,male,united states
70932,445107,male,united states
